;full_text
265;oke berikut review kami untuk aquaman and the lost kingdom 2023 wmidreview
6;porsi action yang mengasyikkan ini juga tentunya didukung set yang cakep banget apalagi pas setting masa lalunya dan adegan keretanya epic bangettttt
508;last but not least kami suka cara film ini ditutup oleh dan hujan i-nya gardika gigih sukses bikin terngiang-ngiang di kepala saat kami pertama kali menonton di opening jakarta film week 2023
505;buat kalian yang pengen liat review tontonan kami di sepanjang tahun 2023 silakan cek thread berikut ini atau klik gt wmidreview
146;dakota johnson sebagai cassie sayang kurang all-out akting dan emosinya sebagai karakter utama akibatnya adegan yang berpotensi bikin pecah ataupun bikin nangis jadinya cuma lalu saja chemistry ketiga remaja julia sydney sweeney mattie celeste o connor dan anya
346;tapi menonton film miyazaki kali ini seringkali batasan yg coba disuguhkan antara dunia nyata dan ranah fantasi terasa tidak jelas menumpuk satu sama lain amp berkelindan sehingga kadang terlintas di kepala apakah sutradara miyazaki mabuk kecubung saat membuat film ini
45;kehadiran beberapa supporting character ga sekali dua kali ngasih kesan yang sebenernya ga penting-penting amat kayanya beberapa karakter diilangin pun ga ngaruh apa-apa terhadap jalan cerita utama maupun selingan subplot-nya
187;kemampuan akting ditambah make up juga menolong passable lah buat pasutri umur 20-an bcl juga masih imut-imut walaupun kelihatan pake make up terus 24 7 supporting cast yang diisi oleh komedian-komedian cukup sukses bikin ngakak dengan jokes-jokes recehnya
532;buat kami yg ga baca novelnya asik banget ngikutin kisahnya dan seru banget dikejutkan berkali-kali oleh rahasia yang di-reveal-nya cara berkisahnya nyaman untuk diikuti ditambah cliffhanger yang cantik di tiap akhir episode bikin gadis kretek senagih itu buat ditonton
115;secara teknik pengambilan gambar pun boleh kami bilang cukup oke dalam menyajikan sebuah ke-horor-an bagaimana jumpscare yang disajikan secara close-up di beberapa adegan sungguh terlalu
248;sekarang ke menu utamanya migration bercerita tentang sekeluarga bebek yang ingin bermigrasi untuk pertama kalinya sepanjang perjalanan mereka migrasi banyak sekali masalah yang menghadapi mereka dalam perjalanannya
133;kaya contoh azula muncul di trailernya harusnya ga ada di book 1 kan nah di sini dimunculin lebih awal tapi masih kerasa pas aja gitu dan ternyata bukan cuma azula doang karakter dari book 2 yang nongol di season 1 ini ada beberapa karakter lain siapa tonton sendiri aja
321;timoth e chalamet cukup magical memerankan wonka serta sukses juga bikin terharu dengan kisah lamanya with her momma meskipun disayangkan untuk subplot tentang noodle tidak sebegitu semenyentuh itu serta karakter teman-teman willy yang lainpun meskipun lucu dan menghibur namun
329;wonka bergenre musical fantasy dengan rating semua umur yang bisa dinikmati semua usia thats why juga plot di film ini cukup ringan serta dibalut dengan elemen magical serta scene warna-warni - sweets amp chocolate yang bikin anak-anak seneng nontonnya
18;akting yang paling menarik perhatian kami tentu saja adinda thomas yg tampil sinting sebagai sukma ketawanya saja sungguh annoying selain itu kami juga suka bhisma mulia yg tampil hidup dan ashira zamita yg berhasil bikin ngakak di that one particular scene
470;monster secara gamblang dan jujur menggambarkan realita masalah yang terjadi setiap hari di kehidupan manusia tema yang diusung film ini boleh dibilang cukup berat namun penceritaannya membuat kita tidak menyadari hal tersebut sampai tiba waktunya highly recommended
227;argylle bukan cuma sekedar spy-movie biasa plot twist demi plot twist yang disebar sepanjang film sukses bikin ngakak dan kaget duarrrrrrrrrr ga cuma mengocok perut tapi juga mengocok pikiran wkwkkwk
268;di balik ceritanya yang sebenernya ya udah gitu doang sih visual neraka yang hit n miss-- dan emang niat mau nostalgia lagi sama komik siksa neraka atau mungkin mau diingatkan kembali sama dosa-dosa kalian biar tobat boleh banget nonton film karya anggy umbara ini
192;agak laen 2024 rating hormat ketua totong 10
451;the hunger games the ballad of songbirds amp snakes 2023 rating villain origin story 10
247;singkatnya migration ini film animasi yang memang bener-bener menghibur apalagi untuk masa liburan seperti ini karakter-karakternya juga lovable banget kalo nonton nanti perhatiin 2 karkater ini uncle dan dan gwen mereka berdua wajib punya short film sendiri sih
475;dengan rashomon effect kore-eda melalui monster berhasil membuat manipulasi dan ilusi kebenaran yang sering muncul di dalam pikiran manusia betapa mudahnya manusia mengambil kesimpulan yang salah tentang orang lain
188;bahas cast dulu adimas dan adelia diperankan oleh reza rahadian dan bcl yang secara umur lebih tua dibandingkan umur karakter aslinya tapi kapasitas akting mereka udah ga perlu diragukan apalagi chemistry mereka telah terbangun sejak habibie ainun dan my stupid boss
468;buat kalian yang pengen liat review tontonan kami di sepanjang tahun 2023 silakan cek thread berikut ini atau klik gt wmidreview
230;kereta berdarah 2024 rating tertawa cekikikan 10
135;ngomongin penyesuaian cerita berkaitan dengan keterbatasan durasi meskipun harus ada yang di-cut di-merge sana sini tapi secara keseluruhan tetep mampu menampilkan kisah originalnya dengan baik setidaknya momen-momen krusial di versi ori-nya masih ada dan ga kena cut
171;oke berikut review kami untuk ali topan 2024 wmidreview
504;oke berikut review kami untuk the marvels 2023 wmidreview
237;urusan sfx make-up dan desain karakter antagonis di film ini adalah salah satu hal yang bener2 kami acungi jempol gestur-gestur yang ditunjukin sama makhluk-makhluk halusnya pun kerasa bikin deg-degan cgi meski ada hit n miss tapi secara umum cukup memuaskan
130;dan karena live action para castnya berwujud beneran manusia jadi ada beberapa adegan yang malah terasa lebih emosional dibandingkan versi animasinya salah satu faktornya karena sebagian pemain berakting dengan sangat baik terutama part gyatso yang
129;ngomongin akting semua cast berakting dengan baik tapi yang buat kami menjadi spesial adalah akting paul sun-hyung lee sebagai uncle iroh buat kita yang dari awal udah suka banget sama desain karakternya opa paul bisa menghidupkan karakter ini dengan sangat baik
289;zoul pandjoul dan amel carla yang dimaksudkan mungkin bisa ngasih sedikit sentuhan komedi pun dirasa kami nanggung banget yah lucu kagak secara aktingnya pun biasa aja
335;
354;jumpscarenya nanggung nggak nakutin malah banyak bikin ketawa karena lucu penampakan setannya pun lebih banyak lucunya ketimbang bikin takut
233;sedangkan akting pemain lainnya hhh chemistry antar karakter yang lain gak begitu kuat dipadu dengan scripwriting yang wadidaw kombinasi yang bikin tetep melek meski waktu itu kami kedapetan nonton jam midnight apalagi tingkahnya fadly faisal sebagai mas tekun yang
389;pokoknya ntar ga usah heran misal pas nonton kalian ngira fyuuuuh ini sepertinya momen santai nih waktu yang tepat untuk menghela nafas tiba tiba jleeeeeeeeeeebb wwkwkwk
109;kami menyayangkan juga kehadiran sosok arif yang diperankan ibrahim risyad meskipun punya andil dalam menghubungkan misteri tapi disajikan ga ada chemistry sama sekali dengan ibu dan kakaknya
78;oke berikut review kami untuk trinil kembalikan tubuhku 2024 wmidreview
450;buat kalian yang pengen liat review tontonan kami di sepanjang tahun 2023 silakan cek thread berikut ini atau klik gt wmidreview
100;kalo bingung dengan istilah harkonenn fremen benne gesserit dll silakan cek rangkuman thread kami di bawah ini
2;namun kemunculan karakter-karakter baru ini sayangnya bikin alur filmnya jadi ngulang-ngulang dan sedikit bikin bosen filmnya tu kaya jadi lama banget panasnya untungnya ada duet tante yum jung-ah dan om jo woo-jin sebagai duo penyihir yang membantu memecah kebosanan ini
141;tapi sadar atau enggak beberapa hal di film ini sejujurnya mengingatkan kami pada film dukun superhero sebelah bedanya madame web lebih kerasa kayak film barat bertema mistis supranatural
375;tapi tentu saja mvpnya adalah bio one menurut kami bio one adalah salah satu aktor yang paling menarik di era ini di film ini bio one benar-benar mempamerkan rangenya sebagai aktor all out banget sampai sanggup mengubah fisik dan postur badan untuk masuk ke dalam peran
111;sayang memasuki paruh akhir film ini mengalami kemunduran dengan berbagai macam adegan klise khas film horor yang ga perlu pun filmnya nampak kebingungan sendiri ngasih endingnya kaya apa paham isunya mau di bawa ke arah mana tapi kaya kebanyakan muter2 ga jelas dulu
139;madame web 2024 rating it s madaming time 10
369;buat yang belum tahu yang menyutradarai film napoleon adalah ridley scott yang juga menjadi sutradara beberapa film legendaris mulai dari blade runner alien the martian dan beberapa film epik seperti gladiator the last duel robin hood kingdom of heaven dan lainnya
272;penggambaran nerakanya pun menurut sotoy kami agak kurang meyakinkan lebih kek berlatar sekitar gunung yang baru meletus langit merah terus ngeluarin lahar panas hmm tapi ya gatau yah kami belum pernah ada yg berkunjung kesana
489;scoring amp lagu-lagu yang nyempil pun berasa cukup pas dan nambah keseruan di filmnya terutama adegan di aladna ya vibe-nya disney princess banget ga ketinggalan adegan perkucingan itu pun ditempelin lagu yang pas banget
39;penampilan zee maupun arbani jelas jauh dari kata mengecewakan-- tapi jalan cerita karakterisasi dan dialog yang ngawang di sana sini bikin kami ga bisa merasakan keseruan dan manisnya kisah cinta yang terjadi antara ancika dan dilan sebuah adaptasi yang serba nanggung
440;cara film ini diakhiri seolah menegaskan kalo ya hidup harus tetap dilalui dan dijalani meski harapan dan keinginan ga sesuai kenyataan penonton tetep harus berdiri beranjak keluar studio dan melanjutkan aktivitas berikutnya meski filmnya diakhiri dengan gitu doang
307;buat kalian yang pengen liat review tontonan kami di sepanjang tahun 2023 silakan cek thread berikut ini atau klik gt wmidreview
63;urusan adegan tembak menembak juga terasa begitu immersif dipadu dengan practical effect yang mumpuni parade lesatan peluru di mana-mana terasa begitu nyaring di telinga dan begitu berisik penonton semacam diajak buat ikut baku tembak selama di bioskop soundnya manteb
277;ya film karya anggy umbara kali ini mengangkat kembali cerita komik gore lawas tersebut kombinasi antara sutradara dan komik ini tentu menghasilkan film dengan adegan-adegan sadis siksaan neraka walaupun eksekusi cgi dan sfx makeupnya ada beberapa yang masih miss
222;salah satu elemen yang asyik di film ini juga lagu lagu sountracknya mendukung dan mengelevate banget lets say my everything - barry white yang diputer beberapa kali serta lagu lagu lainnya yang ga kalah eargasm
30;jajaran aktor muda yang bermain di film ini juga mantap banget anthony buisseret beneran tampil prima memainkan karakter pae komedinya dapet dilema sipaling mencari jati diri pun dapet kevin anggara juga sebagai joe tak kalah mantap
261;sosok villain black manta yg diperankan oleh yahya abdul mateen-ii sebenernya mimik mukanya udah cukup bengis but-- we want more than that ngarep lihat dia tuh sampe melakukan hal yang lebih kejam daripada ini
370;oke berikut review kami untuk napoleon 2023 wmidreview
218;ada 1 credit scene yang malah bikin pusing kayak loh kok laahhh ini apa anjeerrrr biar gak penasaran nonton sendiri deh
3;fyi film pertamanya bisa ditonton di atau coba cek aplikasi cgv kalian cek apakah bioskop di kota kalian nayangin film pertamanya lagi karena lagi ngadain event buat nayangin beberapa film lama mereka salah satunya alienoid part 1
168;porsi actionnya memang ada tapi tidak sebanyak yang kami kira film ali topan lebih menjual street romance antara ali topan dengan anna karenina entah kenapa kami merasa ceritanya didesain untuk menyambut hari valentine lebih banyak porsi drama dibandingkan aksinya
427;film ini punya mid-credit scene yg cukup menarik bukan ditempatkan sekadar kalo film ini ngasih edukasi instrumen keuangan doang tapi seolah memperlihatkan kalo liat deh ada pengembangan yang terjadi terhadap karakter utamanya lho sentuhan kecil yang cukup manis
37;oke berikut review kami untuk not friends 2024 wmidreview
41;sepanjang film kami berpikir seandainya berbagai macam adegan yang ga penting di sana sini bisa di-cut dan didistribusikan lebih banyak untuk mempertebal jalinan cerita antara ancika dan dilan kayanya bakal bikin filmnya sedikit lebih menyenangkan
245;untuk animasinya sendiri cukup standar mungkin yang bisa dilihat upgrade-nya ya detail dari tiap karakternya entah dari helai rambutnya dan movementnya yang lebih fluid highlight animasinya ada di bagian awal dari film ini yang mempunyai format animasi 2d yg keren banget
456;bintang utamanya tetap tom blyth sebagai snow serta yang mencuri perhatian ada viola davis sebagai dr volumnia gaul dan peter dinklage sebagai casca highbottom jajaran game maker dari hunger games
132;oh ya yang buat kami kerasa cukup fresh adalah perbedaan ras dari tiap nation kerasa lebih kentara di versi live action-nya ini kyoshi yang terinspirasi dari jepang kuil udara yang terinspirasi wilayah sekitar tibet omashu yang merepresentasikan negara asia selatan dll dll
74;mengejutkannya film ini bisa kami bilang menghibur dengan cara yang paling aneh yang bisa dibayangkan kalo boleh kami saranin sebelum nonton tinggalin dulu ekspektasi soal film horor yang menegangkan dan serius percayalah dengan begitu akan terasa lebih enjoyable
51;pertama dan utama mari ngomongin 2 karakter utamanya zee berhasil memainkan sekaligus menghidupkan karakter ancika versi live action dengan cukup baik sifat cuek jutek dan malu-malu-mau yang tergambar di novel mampu divisualisasikan dengan baik oleh zee seneng liatnya
444;past lives memang memperlihatkan kisah yang biasa biasa aja dari karakter mas mas dan mbak mbak yang juga biasa aja hal-hal biasa ini yang justru sering banget ngasih rasa jir ini film gue banget -- dan past lives berhasil mengeksekusi hal tersebut dengan sangat baik
284;untuk urusan jumpscarenya lumayan bikin kami terkaget-kaget soundnya kenceng sih tapi untungnya ga sering juga untungnya masih dalam momen yang pas dan masih bisa ditebak jadi kita bisa ancang-ancang buat tutup telinga ditambah adegan gore yang banyak banget banget nampilin
48;meski zee tampil dengan cukup baik menghidupkan karakter ancika pun arbani juga tak kalah menarik dengan ngasih kesan fresh lewat dilan versi-nya sendiri-- tapi sayang kami ga ngerasain chemistry cinta-cintaan yang solid dari berbagai macam adegan dan dialog dr mereka berdua
60;sejujurnya cukup melelahkan dihujani action sana sini tanpa pengembangan cerita dan motivasi karakter protagonis maupun antagonis yang digarap dengan baik ditambah hampir di setiap adegan yang ada dialognya kek ga berasa ngobrol nya bahkan para aktor senior sekalipun
105;oke berikut review kami untuk dune part two 2024 wmidreview
336;udah
32;masih terngiang banget tuh line dialognya panjang umur sinema kawanku sungguh sebuah surat cinta untuk sinema ps shoutout untuk tim subtitle indonya apikkkk
299;kesimpulannya rumah masa depan adalah film keluarga yang amat sangat cocok ditonton buat keluarga kecil yang lagi butuh tertawa emosinya dapet ceritanya dapet realistisnya dapet komedinya dapet semuanya dapet kami ngerasa beres nonton film ini jadi lebih adem
19;film ini dipenuhi dengan hal-hal yg lumayan bikin ngilu atmosfernya pun dibuat tegang selain itu jumpscare tipis-tipisnya pun berhasil bikin kami terjaga tapi jangan salah beberapa momen juga terasa sangat fun sampai membuat kami tertawa
352;ya intinya kalo kalian penasaran film horor bernuansa islami dengan dialog bahasa thailand coba tonton aja
219;dengan keabsurdan film ini argylle mampu bikin penonton ngikutin film-nya sampai habis dengan senyum dan tawa film ini sangat-sangat menghibur apalagi dengan cast yang membantu banget dalam men-deliver jokes-jokes tersebut
202;dari premisnya sudah terasa unik dan persis seperti judulnya agak laen ga cuma fokus di komedi tapi juga ngasih elemen horor lengkap dengan jumpscare-nya misteri romance bahkan drama antara teman dan keluarganya plot yang dihadirkannya beneran macem-macem ajaib
480;monster bercerita tentang seorang ibu rumah tangga bernama saori sakura ando yang mengkonfrontasi sekolah anaknya dan menuntut jawaban atas anaknya yang tiba-tiba bertingkah aneh
315;bercerita tentang sebuah kampung konservatif super islami bernama kampong bras basah kampung ini dikejutkan oleh kedatangan cik hanie orang kota yang tiba2 membuka toko lingerie di sana suasana kampung yg membosankan kini menjadi lebih menyenangkan
46;kisah cinta ancika dan dilan pun berasa serba instan dilan tiba-tiba dibikin suka ancika ancika ga butuh waktu lama untuk mendadak tertarik pada dilan ga ada eskalasi romansanya sama sekali ga seseru tarik ulur cinta-cintaan antara dilan dan milea di film2 sebelumnya
197;oh ya dan ngomongin product placementnya ini beneran ngaco abis wkwkwk yang pertama jelas pecah banget hardsell banget tapi ya jadi lucu cuma yang ke 2 karena mungkin yang pertama udah segitu pecahnya jadi ya ke 2 berasanya rada nanggung
255;soundtrack di film ini juga keren keren terutama pas final battle yang bikin ningkatin tensi beberapa adegan menjadi lebih menegangkan
107;pada akhirnya meskipun punya third act yang lemah dan eksekusinya menuju ending yang lumayan kedodoran secara garis besar film pemandi jenazah menghadirkan horor yang asik berhasil ngasih sedikit angin segar ketika horor indonesia mulai terasa gitu-gitu aja rekomendid
251;oke berikut review kami untuk migration 2023 wmidreview
113;meskipun kami terus ditakut-takuti dari awal film namun kami pun masih dikasih kesempatan buat nafas dengan sempilan-sempilan komedi di beberapa dialognya memang ga banyak sih tapi lumayan lah biar ga tegang terus
545;love reset disutradarai oleh nam dae-jung memiliki genre romance comedy cerita yang alurnya seperti sinetron dipadatkan dengan komedi yang bisa dibilang hit n miss pada awal-awal cerita love reset mencoba menghibur melalui kisah lama pahit dan toxic yang baiknya ditertawakan
86;kolaborasi antara james wan dan jason blum yg sudah banyak menghasilkan film2 horror yg ikonik tentu saja bikin film night swim ini ditunggu banget sama para pecinta film horror rasanya kek double combo aja gitu ga sabar buat dikaget2in wkwk
124;avatar the last airbender 2024 rating uncle iroh 10
473;meski bukan bergenre horor tapi ada banyak kengerian yang bisa kita rasakan di sepanjang film selain itu akan banyak kehangatan yang bisa dirasakan di antara kengerian kekacauan dan kebingungan yang disajikan film ini ditambah scoring piano-nya yang menyayat hati
487;tapi ending dan 1 mid-credit scene nya beneran pecah sih jadi fan service upaya dari mcu berusaha mengembalikan kepercayaan penonton terhadap mcu yang mulai mengalami superhero fatigue keliatan bakal ngebuka suatu assembling yang seharusnya jauh lebih besar lagi
238;elemen gore di film ini menurut kami kelas nya bukan yang ringan buat yang ga terbiasa sama adegan gore kayanya bakal sukses dibikin ga nyaman sebenernya ga yang ngeri-ngeri banget tapi ya beneran bikin ngilu dan linu ngeri-ngeri lucu lah
314;kekuatan terbesar film ini terletak di penulisan naskahnya sang penulis terkesan tidak takut untuk melemparkan sindiran terhadap isu penyalahgunaan agama namun melalui premisnya yang usil ini sang sutradara dan penulis m raihan halim dengan cerdas mengemasnya menjadi
23;openingnya yang brutal nan ikonik bener-bener jangan sampe terlewatkan jangan telat masuk studio saat filmnya tayang ya kami suka bagaimana film ini berhasil bikin tegang dan penasaran sejak menit-menit di awal kerasa banget gak babibu-nya nih film langsung gaspol
13;akhir kata terlepas dari kekurangannya pemukiman setan adalah film horror yg tak hanya bikin ngilu tetapi juga penuh aksi dan sangat menyenangkan untuk diikuti sedikit info ada 1 mid credit scene yang lumayan menarik
522;sama sama dan dengan senang hati pak djagad anda benar benar woh
256;oh ya dan tak lupa sentuhan horror james wan nya juga kental banget berasa ada beberapa momen di film ini yang bikin kaget yap ada sempilan jumpscare dikit-dikit
328;info tambahan filmnya sendiri direct oleh paul king yang sebelumya men-direct film paddington jadi jangan ragu untuk nonton karena paul king sendiri certified banget deh kalau bikin film liburan
170;buat yang belum tau ali topan si anak jalanan adalah judul novel karya sastrawan teguh esha dan pernah difilmkan pada tahun 1977 dengan judul yang sama dan sekarang film ali topan diregenerasi sesuai dengan zaman sekarang dibintangi oleh jefri nichol dan lutesha
469;monster 2023 rating 10
379;ga cuma itu scoring yang dipakai kali ini pun lebih cucok dan pemakaiannya juga lebih pas aja gitu sebagai penunjang adegan-adegan komedi lagunya juga mantap-mantap membuat ajang nostalgia semakin asyik ajang nostalgia ini tentunya juga didukung dengan production design dan
509;di balik beberapa kekurangan tadi menurut kami budi pekerti tetap menjadi film yang menarik isu yang begitu dekat dengan realita bikin film ini sangat mudah untuk direkomendasikan sekaligus pengingat untuk banyak orang
179;baghead bercerita tentang seorang anak yang tiba-tiba mewarisi sebuah pub yang ternyata menyimpan rahasia di basemen bawah tanahnya satu mahkluk yang dapat menjelma menjadi orang yang sudah mati kemudian penonton mulai diberikan petunjuk satu persatu tentang mahkluk ini
428;oh ya dan sesuai judulnya gampang cuan kami juga suka bagaimana cara film ini dalam urusan nyelipin pengetahuan sedikit soal berbagai macam instrumen keuangan-- cara kerja plus minusnya seperti apa dan resiko segala macamnya
88;secara ide jujur film ini cukup menarik menggambarkan gimana kolam renang yg harusnya seru and fun malah dibikin jadi menakutkan
308;la luna 2023 rating allah maha melihat 10
10;setelah nyaris 2 tahun akhirnya release juga ini cd 2 petualangan ean mencari bilah ilahi
40;pada akhirnya kalo kalian emang baca buku-nya ancika dan penasaran pengen nonton adaptasinya seperti apa dan atau emang ngefans sama zee atau arbani kayanya masih bisa asik-asik aja menonton film ini
412;trolls band together 2023 rating mantapantantis 10
206;oke berikut review kami untuk agak laen 2024 wmidreview
540;diluar dari sisi komedy nya yg memang rada over wkwkwk ada sisi lain juga yg bisa kita tangkap gimana seharusnya pasangan suami istri untuk mendengarkan satu sama lain dalam mempertahankan pernikahan rada geregetan sih untung aja dibawakannya sama jung so-min dan kang
399;hal yang paling nyenengin nonton wish ini ngeliat si star gemes dan lucu bangett menampilkan kembali sebuah ikonik maskot dan elemen yang penting talking creatures btw ada yang mau sleep call sama valentino
459;sedangkan mengenai heroine-nya jangan bandingkan lucy gray baird dengan katniss everdeen karena mereka adalah dua karakter yang sangat berbeda dan memiliki peran masing-masing
97;akhir cerita di dune part two memang gantung karena memang epik finalenya sudah dikonfirmasi akan hadir di film dune part three jujur dengan magnitude cerita sebesar ini kita yakin kalau dune part three bakal jauh lebih epik dibandingkan dua film sebelumnya
36;rasanya kaya udah lama banget ya kita ga lihat kisah persahabatan anak sekolah semanis ini di layar lebar dan di awal tahun 2024 ini not friends benar-benar sukses menghadirkan kembali hal tersebut
190;buat yang belum tau pasutri gaje diangkat dari webtoon pasutri gaje karya annisa nisfihani
203;lalu apakah ekspektasi itu terpenuhi secara garis besar iya kami merasa overall quality yang diberikan oleh imajinari di film agak laen sama seperti dua produksi film sebelumnya berkualitas tinggi dan memang dipikirkan serta direncanakan dengan matang tidak jomplang
55;13 bom di jakarta 2024 rating indodax the movie 10
474;monster menggiring kita utk mengambil kesimpulan yg salah-- mengalihkan fokus dengan berbagai macam kejadian-- memaksa kita utk sedikit demi sedikit memilah dan menjahit informasi dr beberapa perspektif-- sampai akhirnya 1 benang merah akan muncul dari arah yg tak terduga
53;melanjutkan keberlangsungan dilan universe secara garis besar ancika dia yang bersamaku 1995 melanjutkan kisah hidup dilan pasca putus dengan milea sesuai judulnya ancika perempuan ini akan menjadi karakter utama yang berperan penting thd kehidupan dilan selanjutnya
334;ya bisa
281;malam para jahanam 2023 rating setan anj 10
436;oke berikut review kami untuk gampang cuan 2023 wmidreview
236;ngomongin horor tentu jumpscare jadi salah satu elemen utama nah film ini punya jumpscare yg hampir semua predictable yang ancang-ancangnya bisa diperkirakan buat kalian yang kagetan tapi ada 1 jumpscare yang paling beda dan ikonik yang kalian harus nonton filmnya wkwkwk
150;somehow cassie ini jadi harus melindungi 3 remaja bernama julia cornwall mattie franklin dan anya coraz n dari ezekiel sims - when you take responsibility you will gain powerful abilities
491;btw siapa sih prince yan dari aladna silakan baca thread spm dulu di bawah ini
235;urusan akting hana malasan purnama dan zara leola kembang berhasil membawakan karakter kakak-adik yang sangat believable chemistry mereka berdua kerasa banget kedekatannya kakak-adik yang saling peduli
465;the hunger games the ballad of songbirds amp snakes adalah prequel dari serial film the hunger games yang diangkat dari novel the ballad of songbirds amp snakes karya suzanne collins terbitan tahun 2020
210;karena tema film ini pada dasarnya adalah odekeke atau wisata keluarga jadi porsi damian becky dll sangat-sangat sedikit sesuai dengan judul filmnya code white di sepanjang film kita bakal disuguhi suasana musim dingin banyak salju dan ornamen natal bajunya anya
519;buat yang hidupnya ga jauh-jauh dari aktivitas ber-social media apa yang coba ditawarkan film budi pekerti jelas begitu dekat dengan realita ntah berapa kali kami dibikin bergumam iya ini indonesia banget di sepanjang durasinya
7;performa jajaran castnya beneran ga kaleng-kaleng sih ryu jun-yeol kim tae-ri jin seon kyu lee hanee sampe abang kim woo bin tampil prima mempamerkan koreografi pertarungan yang sengit banget tapi abang kim woo bin di sini dikit banget t-t haduuuuh pengen lebih banyak
99;yang jadi juara tema agama perang suci bangkitnya lisan al-ghaib alias mahdi sebagai nabi benar-benar jadi cerita sentral yang diamplifikasi dari visual karakter scoring plot pacing sampai detail-detail kecil dalam film propaganda ramalan beneran nyampe ke penontonnya
403;ngomongin visualnya seperti ngeliat cat air di kanvas mirip banget sama storybook-storybook jaman dulu wish mencoba menghadirkan kembali style vibes lawas dengan memadukan animasi 2d dan 3d memang jadi mengingatkan kembali dengan nuansa film disney klasik
344;sedikit selipan intermezzo sambil berbagi insight sejujurnya saat menonton film ini kami sempet kepikiran-- kalo ghibli melakukan retelling kisah dari alice in wonderland sepertinya film inilah yang akan muncul
84;bahkan di awal2 tuh penampakan hantunya ga pake acara ngagetin yg gimana gitu munculnya malah kek maling yg lagi ngendap2 di rumah orang jadi kitanya harus jeli dan waspada yah karena selain emang kebanyakan scene nya malem juga sih yah jadi harus yg bener2 fokus ngeliatin
528;urusan akting dari tiap cast sinematografi pemilihan scoring production design dll bener-bener uwoh berbagai macem key visual untuk meng-highlight era 1960-an dan 2000-an nya digarap dengan sangat baik pas dan ga berasa lebay
246;buat kami migration semacam merupakan a breath from fresh air dari illumination yang mungkin sedikit jenuh dengan franchise minions-nya yang sudah besar itu
395;oke berikut review kami untuk thanksgiving 2023 wmidreview
172;baghead 2024 rating do not cross 10
398;dengan rating semua umur-nya film ini cukup memberi hiburan untuk semua orang-- meski secara plot wish terasa lempeng dan penceritaan tidak terlalu spesial serta terlalu sibuk menghadirkan elemen-elemen untuk selebrasi 100 tahun disney
61;fakta bahwa product placement di film ini digarap semasif itu sangat mengejutkan kami ga nyangka ternyata product placement nya dibikin se-ngaruh itu ke jalan cerita malah lebih layak jadi biopic sendiri alih-alih niat bikin serius malah jadi cringe sendiri
102;dune part two ngasih penontonnya seting cerita yang semakin luas kita diperlihatkan wilayah baru dari planet arrakis tempat sakral dan banyak rahasia-rahasia di dalamnya secara visual udah ga perlu ditanya lagi amat sangat memanjakan mata dari awal sampai akhir
195;ngomongin kekurangan meski punya premis cerita jokes dan chemistry antar karakter yang asik tapi di beberapa momen kami ngerasa menonton film ini seolah sedang menonton parade sketsa komedi dengan durasi yang panjang
57;meski actionnya memang digarap segitu totalnya-- tapi sayang hal tersebut ga dibarengi dengan penyampaian cerita yang nyaman diiikuti yang bikin kita ga terlalu mau peduli juga dengan nasib protagonis maupun antagonisnya rasanya cuma pengen cepet2 filmnya kelar aja
201;meski ga ngikutin podcastnya penonton dijamin bakal tetap merasakan chemistry yang begitu kuat antara bene boris jegel dan oki akting mereka terasa begitu natural luwes dan emang kerasa nyatu sangat khas sumatera utara tapi narasinya tetap masuk untuk dimana saja
391;ni film sejujurnya punya dialog yang cringe akting para pemain yang ya udahlah ya tapi surprisingly tetep asik ngikutin ceritanya bakal kek gimana dan feel whodunnit tebak-tebakan identitas serial killernya cukup seru dari awal sampe akhir
20;pemukiman setan juga menampilkan persona ala superhero layaknya qodrat karakternya mempunyai ajian senjata ilmu untuk melawan villainnya tentu saja ini membuat fightingnya terasa seru dan fun walaupun sayangnya tak sebanyak dan seintense qodrat
